"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Latin America and the Caribbean","Uruguay","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","15.43","SOURCE:  Transparencia Presupuestaria (https://transparenciapresupuestaria.opp.gub.uy/inicio/presupuesto-nacional/a-d%C3%B3nde-van-nuestros-impuestos)"
"SDG: Europe and Northern America","United States of America","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.65","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","United States of America","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","15.78","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","United States of America","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.52","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","21.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","21.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","21.43","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","21.43","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","21.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","21.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","25.59","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central Asia","Uzbekistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","25.59","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Holy See","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","0.00","Magnitude NOT APPLICABLE"
"SDG: Europe and Northern America","Holy See","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","0.00","Magnitude NOT APPLICABLE"
"SDG: Europe and Northern America","Holy See","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","0.00","Magnitude NOT APPLICABLE"
"SDG: Europe and Northern America","Holy See","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","0.00","Magnitude NOT APPLICABLE"
"SDG: Europe and Northern America","Holy See","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","0.00","Magnitude NOT APPLICABLE"
"SDG: Europe and Northern America","Holy See","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","0.00","Magnitude NOT APPLICABLE"
"SDG: Latin America and the Caribbean","Saint Vincent and the Grenadines","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","15.23","SOURCE:  Estimates of Revenue and Expenditure 2022; Estimates of Revenue and Expenditure 2022 (http://finance.gov.vc/finance/images/PDF/Budget_Estimates_2022.pdf; http://finance.gov.vc/finance/images/PDF/Budget_Estimates_2022.pdf)"
"SDG: Latin America and the Caribbean","Saint Vincent and the Grenadines","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","12.86","SOURCE:  Estimates of Revenue and Expenditure 2023 (https://finance.gov.vc/finance/images/PDF/estimates_2023_final.pdf)"
"SDG: Latin America and the Caribbean","Saint Vincent and the Grenadines","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","13.00","SOURCE:  Budget Speech 2020 (http://finance.gov.vc/finance/images/PDF/budgetaddress/Budget2020_SVG.pdf)"
"SDG: Latin America and the Caribbean","Saint Vincent and the Grenadines","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","19.43",""
"SDG: Latin America and the Caribbean","British Virgin Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","14.11","SOURCE:  Budget Estimates 2023 (https://bvi.gov.vg/sites/default/files/resources/2023_approved_budget_estimates_2.pdf)"
"SDG: Latin America and the Caribbean","British Virgin Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","10.94","SOURCE:  Budget Estimates 2018 (https://bvi.gov.vg/pub/final%202018%20Budget%20Estimates.pdf)"
